fdcId,description,dataType,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
2706116,"Turkey, light or dark meat, fried, coated, skin eaten",Survey (FNDDS),192,26.2,1.42,8.51,0,
2706115,"Turkey, light or dark meat, fried, coated, skin not eaten",Survey (FNDDS),165,27.22,1.42,5.06,0,
2706119,"Turkey, light or dark meat, smoked, skin eaten",Survey (FNDDS),208,28.1,0,9.7,0,
2706120,"Turkey, light or dark meat, smoked, skin not eaten",Survey (FNDDS),162,29.3,0,5,0,
2706117,"Turkey, light or dark meat, stewed, skin not eaten",Survey (FNDDS),158,31.18,0.19,2.66,0,
2706127,"Turkey, neck",Survey (FNDDS),161,22.29,0,7.3,0,
2706104,"Turkey, NFS",Survey (FNDDS),139,28.81,0,2.06,0,
2706134,"Turkey, nuggets",Survey (FNDDS),236,22.19,17.14,8.66,1.1,
2706215,"Turkey, prepackaged or deli, luncheon meat",Survey (FNDDS),106,14.81,2.2,3.77,0,
2706216,"Turkey, prepackaged or deli, luncheon meat, reduced sodium",Survey (FNDDS),106,14.81,2.2,3.77,0,
2706130,"Turkey, tail",Survey (FNDDS),294,22.25,0,22.8,0,
2706125,"Turkey, thigh, cooked, skin eaten",Survey (FNDDS),182,24.36,0.27,9.26,0,
2706126,"Turkey, thigh, cooked, skin not eaten",Survey (FNDDS),161,26.94,0,5.98,0,
2706129,"Turkey, wing, cooked, skin eaten",Survey (FNDDS),202,26.87,0,9.97,0,
2706128,"Turkey, wing, cooked, skin not eaten",Survey (FNDDS),139,28.81,0,2.06,0,
2709637,"Turnip greens, fresh, cooked, fat added",Survey (FNDDS),42,1.11,4.23,2.77,3.4,
2709634,"Turnip greens, fresh, cooked, no added fat",Survey (FNDDS),20,1.14,4.35,0.23,3.5,
2709638,"Turnip greens, frozen, cooked, fat added",Survey (FNDDS),51,3.25,4.83,2.95,3.3,
2709635,"Turnip greens, frozen, cooked, no added fat",Survey (FNDDS),29,3.34,4.96,0.42,3.4,
2710002,"Turnip, cooked",Survey (FNDDS),54,0.95,6.7,2.84,1.9,
2710102,"Turnip, pickled",Survey (FNDDS),44,0.75,10.19,0.1,1.5,
2709809,"Turnip, raw",Survey (FNDDS),28,0.9,6.43,0.1,1.8,
2708743,"Turnover or breakfast pocket, egg",Survey (FNDDS),265,10.01,30.9,11.29,1.5,
2708736,"Turnover or hot pocket, beef",Survey (FNDDS),233,10.35,24.49,10.25,1.3,
2708740,"Turnover or hot pocket, chicken",Survey (FNDDS),215,10.71,24.49,8.21,1.3,
2708737,"Turnover or hot pocket, ham",Survey (FNDDS),256,9.32,27.85,11.82,1.5,
2708735,"Turnover or hot pocket, meatless",Survey (FNDDS),198,5.07,27.03,7.78,1.6,
2708734,"Turnover or hot pocket, NFS",Survey (FNDDS),260,10.26,27.9,11.92,1.6,
2708739,"Turnover or hot pocket, pizza pocket",Survey (FNDDS),244,9.66,29.68,9.62,1.7,
2708738,"Turnover or hot pocket, pizza pocket, meat",Survey (FNDDS),260,10.26,27.9,11.92,1.6,
2708742,Turnover or lean pocket,Survey (FNDDS),208,10.61,24.38,7.5,1.4,
2708046,"Turnover, fruit",Survey (FNDDS),316,3,42.6,16.1,2.6,
2708741,"Turnover, seafood",Survey (FNDDS),207,9.39,24.57,7.91,1.3,
2709636,"Turrnip greens, NS as to form, cooked",Survey (FNDDS),42,1.11,4.23,2.77,3.4,
2706335,Turtle,Survey (FNDDS),157,24.59,0,5.8,0,
2705448,Tzatziki dip,Survey (FNDDS),91,5.22,4.1,6,0.2,
2709128,Upma,Survey (FNDDS),87,1.98,13.81,2.64,1.3,
2709130,Vada,Survey (FNDDS),266,12.75,33.25,9.73,5.8,
2706418,Veal cordon bleu,Survey (FNDDS),219,23.66,9.34,9.69,0.6,
2706416,Veal Marsala,Survey (FNDDS),175,17.82,6.74,8.54,0.5,
2706417,Veal parmigiana,Survey (FNDDS),204,15.33,8.33,11.92,0.8,
2706415,Veal scallopini,Survey (FNDDS),241,18.71,1.47,17.47,0.4,
2705909,"Veal, chop",Survey (FNDDS),158,29.51,0.07,4.4,0,
2705910,"Veal, ground",Survey (FNDDS),213,25.62,1.5,11.69,0,
2710205,Vegan mayonnaise,Survey (FNDDS),232,0.3,16,19.2,0,
2710581,"Vegetable and fruit juice drink, with high vitamin C",Survey (FNDDS),29,0.04,7.47,0.01,0,
2710594,"Vegetable and fruit juice drink, with high vitamin C, diet",Survey (FNDDS),4,0,1.1,0,0,
2710595,"Vegetable and fruit juice drink, with high vitamin C, light",Survey (FNDDS),4,0,1.1,0,0,
2710145,"Vegetable and fruit juice, 100% juice, with high vitamin C",Survey (FNDDS),46,0.3,11.15,0.01,0,
2709447,Vegetable chips,Survey (FNDDS),495,4.72,59.2,26.56,7.8,
2710067,Vegetable curry,Survey (FNDDS),86,1.6,8.81,5.27,1.8,
2710068,Vegetable curry with rice,Survey (FNDDS),103,2.03,16.48,3.27,1.3,
2705628,"Vegetable dip, light",Survey (FNDDS),198,2.04,13.6,15.19,0.3,
2705627,"Vegetable dip, regular",Survey (FNDDS),429,2.23,3.57,45.12,0.3,
2705449,"Vegetable dip, yogurt based",Survey (FNDDS),191,8.16,3.76,16.03,0.3,
2710038,"Vegetable mixture, dried",Survey (FNDDS),328,17.41,49.22,8.88,18.5,
2710180,"Vegetable oil, NFS",Survey (FNDDS),900,0,0,100,0,
2709134,Vegetable sandwich on wheat,Survey (FNDDS),119,4.67,20.14,2.25,2.7,
2709135,"Vegetable sandwich on wheat, with cheese",Survey (FNDDS),146,6.46,18.42,5.24,2.4,
2709132,Vegetable sandwich on white,Survey (FNDDS),120,3.94,21.53,2.11,1.6,
2709133,"Vegetable sandwich on white, with cheese",Survey (FNDDS),147,5.82,19.65,5.11,1.4,
2709136,Vegetable sandwich wrap,Survey (FNDDS),160,5.42,19.71,6.55,1.8,
2710152,Vegetable smoothie,Survey (FNDDS),89,2.75,5.84,6.63,2.8,
2710065,Vegetable tempura,Survey (FNDDS),239,3.81,20.45,15.81,1.6,
2710810,Vegetables as ingredient in curry,Survey (FNDDS),53,1.81,11.71,0.2,2.2,
2710811,Vegetables as ingredient in soups,Survey (FNDDS),50,1.87,10.56,0.33,2,
2710812,Vegetables as ingredient in stews,Survey (FNDDS),59,1.77,12.67,0.3,2.6,
2710101,"Vegetables, pickled",Survey (FNDDS),46,0.94,10.18,0.21,1.6,
2710029,"Vegetables, stew type, cooked, fat added",Survey (FNDDS),97,1.44,15.11,3.64,2,
2710030,"Vegetables, stew type, cooked, no added fat",Survey (FNDDS),69,1.49,15.74,0.18,2.1,
2707479,Vegetarian stew,Survey (FNDDS),33,0.67,3.12,2.15,1.1,
2707480,Vegetarian stroganoff,Survey (FNDDS),167,7.69,11.78,10.03,2.6,
2707478,"Vegetarian, fillet",Survey (FNDDS),290,23,9,18,6.1,
2707473,"Veggie burger patty, no bun",Survey (FNDDS),177,15.7,14.27,6.3,4.9,
2707481,"Veggie burger, on bun",Survey (FNDDS),224,12.96,30.82,5.2,3.5,
2707482,"Veggie burger, on bun, with cheese",Survey (FNDDS),243,14,27.23,8.43,3,
2706526,Venison or deer and noodles with cream or white sauce,Survey (FNDDS),141,8.37,14.48,5.37,0.6,
2706420,Venison or deer with gravy,Survey (FNDDS),147,25.48,1.58,3.53,0,
2706419,Venison or deer with tomato-based sauce,Survey (FNDDS),140,25.64,1.59,2.84,0.4,
2706665,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Survey (FNDDS),134,7.47,14.75,5.11,1.4,
2706664,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Survey (FNDDS),130,7.43,13.64,5.11,1.5,
2706663,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Survey (FNDDS),127,6.01,12.31,6.1,1.3,
2706662,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Survey (FNDDS),127,5.95,11.17,6.5,1.4,
2705916,Venison sausage,Survey (FNDDS),312,20.23,0,25.08,0,
2705913,"Venison, NFS",Survey (FNDDS),167,28.1,0,5.26,0,
2705914,"Venison, steak",Survey (FNDDS),149,29.96,0,2.36,0,
2705915,Venison/deer jerky,Survey (FNDDS),398,32.2,14.72,22.41,0,
2707450,"Vermicelli, made from soybeans",Survey (FNDDS),126,0.04,31.42,0.04,1.5,
2706203,"Vienna sausage, canned",Survey (FNDDS),230,10.5,2.6,19.4,0,
2706585,"Vienna sausages stewed with potatoes, Puerto Rican style",Survey (FNDDS),219,5.08,13.06,16.36,1.7,
2709351,Vinegar,Survey (FNDDS),21,0,0.93,0,0,
2710704,Vodka,Survey (FNDDS),231,0,0,0,0,
2710666,Vodka and cola,Survey (FNDDS),89,0,7.8,0.19,0,
2710667,Vodka and diet cola,Survey (FNDDS),60,0.08,0.22,0.02,0,
2710668,Vodka and energy drink,Survey (FNDDS),90,0.35,7.7,0,0,
2710665,Vodka and lemonade,Survey (FNDDS),93,0,9.02,0,0,
2710664,Vodka and soda,Survey (FNDDS),59,0,0,0,0,
2710670,Vodka and tonic,Survey (FNDDS),84,0,6.57,0,0,
2710669,Vodka and water,Survey (FNDDS),59,0,0,0,0,
2709749,Vodka sauce with tomatoes and cream,Survey (FNDDS),75,1.15,3.56,6.57,1.3,
2708327,"Waffle, chocolate",Survey (FNDDS),437,9.07,48.64,22.7,2.9,
2708321,"Waffle, chocolate, fast food / restaurant",Survey (FNDDS),480,8.59,46.1,28.86,2.7,
2708316,"Waffle, chocolate, frozen",Survey (FNDDS),320,7.43,48.94,10.5,2.6,
2708328,"Waffle, cinnamon",Survey (FNDDS),373,8.7,41.67,18.78,2.7,
2708326,"Waffle, fruit",Survey (FNDDS),307,6.94,36.25,14.92,2.8,
2708322,"Waffle, fruit, fast food / restaurant",Survey (FNDDS),354,6.6,34.47,21.09,2.7,
2708315,"Waffle, fruit, frozen",Survey (FNDDS),296,7.07,46.58,9.05,2.6,
2708330,"Waffle, gluten free",Survey (FNDDS),263,2.72,43.05,8.84,1.4,
2708312,"Waffle, NFS",Survey (FNDDS),309,7.42,48.39,9.49,2.6,
2708325,"Waffle, plain",Survey (FNDDS),373,8.7,41.5,18.82,2.5,
2708320,"Waffle, plain, fast food / restaurant",Survey (FNDDS),428,8.16,38.92,26.36,2.4,
2708313,"Waffle, plain, frozen",Survey (FNDDS),309,7.42,48.39,9.49,2.6,
2708314,"Waffle, plain, reduced fat",Survey (FNDDS),292,9.72,46.75,7.35,1.5,
2708324,"Waffle, school",Survey (FNDDS),257,7.14,49.16,3.57,4.3,
2708329,"Waffle, whole grain",Survey (FNDDS),364,9.23,38.61,19.21,3.8,
2708323,"Waffle, whole grain, fast food / restaurant",Survey (FNDDS),421,8.64,36.15,26.94,3.5,
2708317,"Waffle, whole grain, frozen",Survey (FNDDS),289,6.78,46.7,8.39,4.1,
2708319,"Waffle, whole grain, fruit, frozen",Survey (FNDDS),278,6.48,45.06,8.02,4,
2708318,"Waffle, whole grain, reduced fat",Survey (FNDDS),257,7.14,49.16,3.57,4.3,
2710193,Walnut oil,Survey (FNDDS),884,0,0,100,0,
2707531,"Walnuts, excluding honey roasted",Survey (FNDDS),730,14.56,10.91,69.74,5.2,
2707532,"Walnuts, honey roasted",Survey (FNDDS),668,9.8,29.04,56.92,3.5,
2710103,Wasabi paste,Survey (FNDDS),292,2.23,46.13,10.9,6.1,
2707422,Wasabi peas,Survey (FNDDS),432,14.11,62.2,14.11,3.8,
2710710,"Water beverage, fruit flavored",Survey (FNDDS),18,0,4.5,0,0,
2710003,Water Chesnut,Survey (FNDDS),78,1.38,19.22,0.09,3.9,
2710713,"Water, baby",Survey (FNDDS),0,0,0,0,0,
2710708,"Water, bottled, plain",Survey (FNDDS),0,0,0,0,0,
2710540,"Water, carbonated, flavored",Survey (FNDDS),0,0.1,0,0,0,
2710539,"Water, carbonated, plain",Survey (FNDDS),0,0,0,0,0,
2710712,"Water, enhanced, diet",Survey (FNDDS),0,0,0,0,0,
2710711,"Water, enhanced, regular",Survey (FNDDS),22,0,5.49,0,0,
2710706,"Water, NFS",Survey (FNDDS),0,0,0,0,0,
2710709,"Water, non-carbonated, flavored",Survey (FNDDS),1,0,0.13,0,0,
2710707,"Water, tap",Survey (FNDDS),0,0,0,0,0,
2710538,"Water, tonic",Survey (FNDDS),34,0,8.8,0,0,
2709640,"Watercress, cooked",Survey (FNDDS),36,2.4,1.35,2.84,0.5,
2709639,"Watercress, raw",Survey (FNDDS),11,2.3,1.29,0.1,0.5,
2709333,"Watermelon juice, 100%",Survey (FNDDS),30,0.61,7.55,0.15,0.4,
2709270,"Watermelon, raw",Survey (FNDDS),30,0.61,7.55,0.15,0.4,
2705793,Welsh rarebit,Survey (FNDDS),165,7.5,6.32,12.26,0.1,
2708488,Wheat bran,Survey (FNDDS),216,15.55,64.51,4.25,42.8,
2710786,Wheat bread as ingredient in sandwiches,Survey (FNDDS),264,11.4,45.42,3.98,5.4,
2710787,Wheat bun as ingredient in sandwiches,Survey (FNDDS),264,11.4,45.42,3.98,5.4,
2708443,"Wheat cereal, chocolate flavored, cooked",Survey (FNDDS),49,1.79,10.96,0.47,1.8,
2708477,Wheat germ,Survey (FNDDS),382,29.1,49.6,10.7,15.1,
2710194,Wheat germ oil,Survey (FNDDS),884,0,0,100,0,
2705586,"Whey, sweet, dry",Survey (FNDDS),353,12.93,74.46,1.07,0,
2705611,Whipped topping,Survey (FNDDS),318,1.25,23.05,25.31,0,
2705612,"Whipped topping, fat free",Survey (FNDDS),224,3,23.6,13.1,0,
2705613,"Whipped topping, sugar free",Survey (FNDDS),224,3,23.6,13.1,0,
2710700,Whiskey,Survey (FNDDS),231,0,0,0,0,
2710657,Whiskey and cola,Survey (FNDDS),89,0,7.8,0.19,0,
2710658,Whiskey and diet cola,Survey (FNDDS),60,0.08,0.22,0.02,0,
2710659,Whiskey and ginger ale,Survey (FNDDS),83,0,6.59,0,0,
2710655,Whiskey and soda,Survey (FNDDS),59,0,0,0,0,
2710656,Whiskey and water,Survey (FNDDS),59,0,0,0,0,
2710654,Whiskey sour,Survey (FNDDS),123,0.08,16.11,0.08,0,
2707356,"White beans, from canned, fat added",Survey (FNDDS),211,10.43,29.76,6.06,6.9,
2707357,"White beans, from canned, no added fat",Survey (FNDDS),168,10.84,30.91,0.57,7.2,
2707358,"White beans, from canned, reduced sodium",Survey (FNDDS),211,10.43,29.76,6.06,6.9,
2707354,"White beans, from dried, fat added",Survey (FNDDS),188,9.04,23.32,6.83,5.9,
2707355,"White beans, from dried, no added fat",Survey (FNDDS),138,9.67,24.94,0.35,6.3,
2707353,"White beans, NFS",Survey (FNDDS),188,9.04,23.32,6.83,5.9,
2710339,White chocolate candy,Survey (FNDDS),539,5.87,59.24,32.09,0.2,
2708677,"White pizza, cheese, thick crust",Survey (FNDDS),280,11.8,31.82,11.41,1.3,
2708676,"White pizza, cheese, thin crust",Survey (FNDDS),285,12.4,27.58,13.66,1.1,
2708683,"White pizza, cheese, with meat and vegetables, thick crust",Survey (FNDDS),270,11.67,25.31,13.34,1.1,
2708682,"White pizza, cheese, with meat and vegetables, thin crust",Survey (FNDDS),272,12.07,21.06,15.31,1,
2708681,"White pizza, cheese, with meat, thick crust",Survey (FNDDS),296,12.84,27.2,14.8,1.1,
2708680,"White pizza, cheese, with meat, thin crust",Survey (FNDDS),304,13.56,22.77,17.36,0.9,
2708679,"White pizza, cheese, with vegetables, thick crust",Survey (FNDDS),244,10.02,27.82,10.14,1.3,
2708678,"White pizza, cheese, with vegetables, thin crust",Survey (FNDDS),241,10.13,23.59,11.68,1.2,
2710673,White Russian,Survey (FNDDS),181,2.15,11.17,7.9,0,
2705703,White sauce or gravy,Survey (FNDDS),144,3.84,9.21,10.2,0.2,
2708442,"Whole wheat cereal, cooked",Survey (FNDDS),47,1.55,10.39,0.28,1.3,
2706931,Whopper (Burger King),Survey (FNDDS),226,11.34,17.33,12.37,1.5,
2706923,Whopper Jr (Burger King),Survey (FNDDS),216,10.73,21.14,9.58,1,
2706891,Whopper Jr with cheese (Burger King),Survey (FNDDS),235,12.02,19,12.09,0.9,
2706899,Whopper with cheese (Burger King),Survey (FNDDS),268,13.69,17.73,15.8,1.1,
2705927,Wild pig,Survey (FNDDS),159,28.08,0,4.34,0,
2710694,Wine cooler,Survey (FNDDS),68,0,10.07,0,0,
2710697,Wine spritzer,Survey (FNDDS),49,0.04,1.62,0,0,
2710692,"Wine, dessert, sweet",Survey (FNDDS),160,0.2,13.69,0,0,
2710693,"Wine, light",Survey (FNDDS),49,0.07,1.17,0,0,
2710609,"Wine, nonalcoholic",Survey (FNDDS),6,0.5,1.1,0,0,
2710688,"Wine, red",Survey (FNDDS),85,0.07,2.61,0,0,
2710691,"Wine, rice",Survey (FNDDS),134,0.5,5,0,0,
2710690,"Wine, rose",Survey (FNDDS),83,0.36,3.8,0,0,
2710687,"Wine, sparkling",Survey (FNDDS),75,0.07,2.31,0,0,
2710689,"Wine, white",Survey (FNDDS),82,0.07,2.6,0,0,
2710004,"Winter melon, cooked",Survey (FNDDS),36,0.4,2.95,2.74,1,
2709695,"Winter squash, cooked, fat added",Survey (FNDDS),59,0.87,8.57,2.88,2.7,
2709694,"Winter squash, cooked, no added fat",Survey (FNDDS),37,0.89,8.82,0.35,2.8,
2709693,"Winter squash, raw",Survey (FNDDS),26,1,6.5,0.1,0.5,
2708705,"Wonton, dumpling or pot sticker, fried",Survey (FNDDS),192,8.76,14.05,11.13,1.5,
2708706,"Wonton, dumpling or pot sticker, fried, no meat",Survey (FNDDS),192,8.76,14.05,11.13,1.5,
2708708,"Wonton, dumpling or pot sticker, steamed",Survey (FNDDS),113,6.9,11.07,4.6,1.2,
2707447,Worcestershire sauce,Survey (FNDDS),77,0,19.17,0,0,
2708931,"Yat Ga Mein with meat, fish, or poultry",Survey (FNDDS),134,10.36,11.16,5.57,1.5,
2710005,Yeast,Survey (FNDDS),325,40.44,41.22,7.61,26.9,
2710006,Yeast extract spread,Survey (FNDDS),185,23.88,20.42,0.9,6.5,
2708421,"Yellow rice, cooked, fat added",Survey (FNDDS),103,1.76,18.7,2.43,0.4,
2708420,"Yellow rice, cooked, no added fat",Survey (FNDDS),88,1.8,19.1,0.45,0.5,
2708419,"Yellow rice, cooked, NS as to fat",Survey (FNDDS),88,1.8,19.1,0.45,0.5,
2709870,"Yellow string beans, cooked",Survey (FNDDS),50,1.45,6.25,2.71,2.9,
2705450,"Yogurt parfait, with fruit",Survey (FNDDS),104,5.25,16.08,2.18,1.3,
2705443,Yogurt tube,Survey (FNDDS),81,4.34,13.68,1.03,0.1,
2707570,"Yogurt, almond milk",Survey (FNDDS),128,3.03,12.98,7.03,1.5,
2707569,"Yogurt, coconut milk",Survey (FNDDS),108,2.37,12.91,5.61,1.2,
2705439,"Yogurt, Greek, low fat milk, flavors other than fruit",Survey (FNDDS),81,9.07,8.18,1.34,0,
2705431,"Yogurt, Greek, low fat milk, fruit",Survey (FNDDS),91,9.11,10.78,1.33,0.1,
2705423,"Yogurt, Greek, low fat milk, plain",Survey (FNDDS),67,10.2,3.6,1.36,0,
2705440,"Yogurt, Greek, nonfat milk, flavors other than fruit",Survey (FNDDS),73,9.17,8.22,0.34,0,
2705432,"Yogurt, Greek, nonfat milk, fruit",Survey (FNDDS),83,9.21,10.81,0.34,0.1,
2705424,"Yogurt, Greek, nonfat milk, plain",Survey (FNDDS),59,10.3,3.64,0.37,0,
2705415,"Yogurt, Greek, NS as to type of milk or flavor",Survey (FNDDS),91,9.11,10.78,1.33,0.1,
2705437,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",Survey (FNDDS),81,9.07,8.18,1.34,0,
2705429,"Yogurt, Greek, NS as to type of milk, fruit",Survey (FNDDS),91,9.11,10.78,1.33,0.1,
2705421,"Yogurt, Greek, NS as to type of milk, plain",Survey (FNDDS),67,10.2,3.6,1.36,0,
2705438,"Yogurt, Greek, whole milk, flavors other than fruit",Survey (FNDDS),104,7.81,9.21,3.92,0,
2705430,"Yogurt, Greek, whole milk, fruit",Survey (FNDDS),114,7.85,11.8,3.91,0.1,
2705422,"Yogurt, Greek, whole milk, plain",Survey (FNDDS),94,8.78,4.75,4.39,0,
2705441,"Yogurt, Greek, with oats",Survey (FNDDS),149,9.22,20.02,3.67,1.5,
2705442,"Yogurt, liquid",Survey (FNDDS),74,3.65,12.55,1.07,0.1,
2705435,"Yogurt, low fat milk, flavors other than fruit",Survey (FNDDS),82,4.51,13.02,1.36,0,
2705427,"Yogurt, low fat milk, fruit",Survey (FNDDS),93,4.57,15.69,1.34,0.2,
2705419,"Yogurt, low fat milk, plain",Survey (FNDDS),63,5.25,7.04,1.55,0,
2705414,"Yogurt, NFS",Survey (FNDDS),94,6.67,10.22,2.87,0.1,
2705436,"Yogurt, nonfat milk, flavors other than fruit",Survey (FNDDS),47,3.64,7.94,0.08,0,
2705428,"Yogurt, nonfat milk, fruit",Survey (FNDDS),46,3.64,7.64,0.08,0,
2705420,"Yogurt, nonfat milk, plain",Survey (FNDDS),50,4.23,8.08,0.09,0,
2705416,"Yogurt, NS as to type of milk or flavor",Survey (FNDDS),93,4.57,15.69,1.34,0.2,
2705433,"Yogurt, NS as to type of milk, flavors other than fruit",Survey (FNDDS),82,4.51,13.02,1.36,0,
2705425,"Yogurt, NS as to type of milk, fruit",Survey (FNDDS),93,4.57,15.69,1.34,0.2,
2705417,"Yogurt, NS as to type of milk, plain",Survey (FNDDS),63,5.25,7.04,1.55,0,
2707444,"Yogurt, soy",Survey (FNDDS),90,4.83,12.27,2.63,0.9,
2705434,"Yogurt, whole milk, flavors other than fruit",Survey (FNDDS),95,3.28,11.76,3.88,0,
2705426,"Yogurt, whole milk, fruit",Survey (FNDDS),106,3.34,14.43,3.86,0.2,
2705418,"Yogurt, whole milk, plain",Survey (FNDDS),78,3.82,5.57,4.48,0,
2710315,Yokan,Survey (FNDDS),133,2.4,30.63,0.24,2,
2709565,Yuca fries,Survey (FNDDS),269,1.24,34.72,13.94,1.6,
2710104,"Zucchini, pickled",Survey (FNDDS),35,1,7.44,0.28,0.8,
2707705,Zwieback toast,Survey (FNDDS),426,10.1,74.2,9.7,2.5,
2742400, AdvancePierre Flamebroiled Rib Shaped Pork Patty Topped with BBQ Sauce ,Branded,209,14.8,10.2,12.1,0.99,
2617100, ALL NATURAL GLUTEN FREE CHICKEN NUGGETS,Branded,194,18.8,8.24,9.41,0,
2604504," ALL NATURAL ROSEMARY & OLIVE OIL BASMATI RICE, ROSEMARY; OLIVE OIL",Branded,326,6.52,78.3,0,2.2,
2570670, ARTISANAL COLLECTION SPAGHETTI PASTA,Branded,357,14.3,73.2,1.79,5.4,
2607109, AUTHENTIC BARREL RIPENED FETA CHEESE,Branded,286,14.3,0,25,0,
1861692, BERRY NUT BLEND BREAKFAST IN THE GO! ,Branded,447,9.41,58.8,21.2,7.1,
2624305," BLACK CHERRY PURE ENERGY SELTZER, BLACK CHERRY",Branded,0,0,0,0,,
2611238, BLUE LAKE CUT GREEN BEANS,Branded,17,0.83,2.48,0,0.8,
2598948, BRIE TRIPLE CRME SOFT-RIPENED CHEESE,Branded,393,14.3,0,39.3,0,
2614606, BUFFALO STYLE WHIPPED CREAM CHEESE SPREAD,Branded,205,4.55,13.6,13.6,4.5,
2562699," CHEDDAR & SOUR CREAM FLAVORED POTATO CHIPS, CHEDDAR; SOUR CREAM",Branded,541,7.06,54.1,35.3,4.7,
2216356," CHOCOLATE CAKE HOOPIE PIES,  CHOCOLATE CAKE",Branded,345,4.42,40.7,14.2,0.9,
2565292," CHOCOLATE CHIP PROTEIN MUFFIN MIX, CHOCOLATE",Branded,390,13,68.8,6.49,5.2,
2725305, Ciabatta Pepper Jack Melt WG,Branded,297,14.4,24.3,16.2,1.8,
1909487," COCONUT WATER BARS, MANGO",Branded,112,0,19.1,3.37,1.1,
2625976," DEATH WISH COFFEE CO LATTE, 8 FL OZ",Branded,71,2.5,12.9,1.25,0,
2536550, DRIED CHERRIES,Branded,325,0,77.5,0,0,
2642921, DULCE DE LECHE CREAM  WAFER COOKIES,Branded,545,6.06,69.7,27.3,0,
2677752," EARLY BIRD MULTI SEED ORGANIC SMALL BATCH BREAD, EARLY BIRD MULTI SEED",Branded,278,9.26,42.6,7.41,3.7,
2636702, EGGPLANT,Branded,24,0,5.95,0,3.6,
2616184, EVERYTHING DELI-STYLE BREADSTICKS,Branded,400,13.3,66.7,10,6.7,
2597083, EXTRA SHARP WHITE CHEDDAR CHEESE,Branded,393,21.4,3.57,32.1,0,
2614705," FOUR CHEESE RAVIOLI PASTA, RICOTTA; MOZZARELLA; PARMESAN; ROMANO",Branded,269,11.8,36.6,8.6,2.2,
1796587, FRENCH BREAD,Branded,279,9.3,51.2,2.33,2.3,
2595928," FRIED ONION RING POTATO CRISPS, FRIED ONION",Branded,536,3.57,57.1,32.1,3.6,
2622491," GINSENG AND HONEY GREEN TEA, GINSENG AND HONEY",Branded,29,0,7.5,0,0,
2583671, GRAIN FREE CHIPOTLE BBQ TORTILLA CHIPS,Branded,500,3.57,75,25,10.7,
2739667, Hillshire Farm Hearty Turkey & Cheddar Wedge,Branded,196,16.3,19.1,6.22,1.4,
2629440, HOMESTYLE SAUERKRAUT,Branded,17,0,3.33,0,0,
2569535, HOT CHICKEN WING SAUCE,Branded,47,0,9.38,0,3.1,
1917952," HOT CHOCO LATE, ORANGE",Branded,335,10,80,5,10,
2740897, Immaculate Baking Pumpkin Spice Cinnamon Rolls With Icing 5 Count,Branded,333,5.05,53.5,11.1,2,
2618977," ITALIAN SAUSAGE GARLIC & ROMANO SAUCE,  ITALIAN SAUSAGE",Branded,71,2.36,11,2.36,0.8,
1983487," JAM, PEACH MANGO HABANERO",Branded,453,7.75,115,0,15.5,
2183081, Kellogg's Sultana Bran Buds 450g,Branded,348,8,66.9,1.71,14.9,
2583374," KETO FRIENDLY CHOCOLATE MINT SANDWICH COOKIES, CHOCOLATE; MINT",Branded,375,16.7,50,25,12.5,
2598227," KETTLE COOKED CRACKED PEPPER & SEA SALT FLAVORED POTATO CHIPS, PEPPER; SEA SALT",Branded,500,7.14,57.1,28.6,3.6,
2569209," KETTLE COOKED MESQUITE BBQ FLAVORED POTATO CHIPS, MESQUITE BBQ",Branded,500,7.14,60.7,28.6,3.6,
2653691," LIGHTLY SALTED BARBECUE FLAVORED POTATO CHIPS, BARBECUE",Branded,571,7.14,57.1,32.1,3.6,
1955382," LITE EXPORT SODAS CRACKERS, LITE",Branded,300,6.67,53.3,3.33,0,
2603373, LOW CARB TRADITIONAL STYLE WHITE FLOUR WRAP,Branded,190,9.52,26.2,11.9,16.7,
2674806, LOW MOISTURE PART SKIM MOZZARELLA STRING CHEESE,Branded,286,25,0,21.4,0,
2631585, MANZANILLA OLIVES PIMIENTOS & CAPERS ALCAPARRADO,Branded,133,0,6.67,13.3,,
2568213, MAPLE  PORK SAUSAGE LINKS,Branded,100,3.81,1.9,8.57,0,
2114711, MARSHMALLOW MICE,Branded,350,5,75,0,,
2616495, MEDIUM CHUNKY SALSA,Branded,33,0,6.67,0,0,
2563820," MEXICAN MOCHA WITH CHOCOLATE BITS INCLUSIONS COFFEE, MOCHA",Branded,211,5.26,31.6,10.5,0,
2743881, Mexican Original 12 Inch White Heat Pressed Flour Tortillas,Branded,294,7.47,49.2,7.46,0.97,
2653229, MINI MARIA COOKIES,Branded,452,6.45,80.6,9.68,3.2,
2653684, MINIS GARDEN SALSA FLAVORED WHOLE GRAIN SNACKS,Branded,496,7.09,63.8,24.8,7.1,
2584567, NO. 22 MEMPHIS-STYLE SWEET SMOKY BARBEQUE SAUCE,Branded,176,0,41.2,0,0,
